,Month,WeekOfMonth,DayOfWeek,Make_Honda,Make_Toyota,Make_Ford,Make_Mazda,Make_Chevrolet,Make_Pontiac,Make_Accura,Make_Dodge,Make_Mercury,Make_Jaguar,Make_Nisson,Make_VW,Make_Saab,Make_Saturn,Make_Porche,Make_BMW,Make_Mecedes,Make_Ferrari,Make_Lexus,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus_Single,MaritalStatus_Married,MaritalStatus_Widow,MaritalStatus_Divorced,Age,Fault,PolicyType_Sport - Liability,PolicyType_Sport - Collision,PolicyType_Sedan - Liability,PolicyType_Utility - All Perils,PolicyType_Sedan - All Perils,PolicyType_Sedan - Collision,PolicyType_Utility - Collision,PolicyType_Utility - Liability,PolicyType_Sport - All Perils,VehicleCategory_Sport,VehicleCategory_Utility,VehicleCategory_Sedan,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy_Liability,BasePolicy_Collision,BasePolicy_All Perils,,FraudFound_P
7652,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,0,0,1,0,0,31,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,7654,3,400,4,31,31,0,6,33,0,0,1,1,0,1,1995,0,1,0,,0
7653,6,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,0,0,1,0,0,58,0,0,0,0,0,1,0,0,0,0,0,0,1,69001,7655,12,400,4,31,31,0,8,58,0,0,1,1,0,1,1995,0,0,1,,0
7654,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,1,0,0,47,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7656,15,400,3,31,31,5,7,45.5,0,0,1,0,0,1,1995,1,0,0,,0
7655,6,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,5,0,0,1,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,7657,3,400,1,31,31,0,6,33,0,0,1,3,0,1,1995,0,1,0,,0
7656,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,0,1,0,0,0,28,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7658,3,400,2,31,31,1,3,33,0,0,1,0,0,1,1995,0,1,0,,0
7657,10,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,1,0,1,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,7659,2,400,2,31,31,0,7,38,0,0,1,3,0,1,1995,0,1,0,,0
7658,11,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,1,0,0,76,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,7660,9,400,3,31,31,0,8,66,0,0,1,6,0,1,1995,0,0,1,,1
7659,10,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,4,0,0,1,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,7661,1,400,4,31,31,0,5,33,0,0,1,6,0,1,1995,0,1,0,,0
7660,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,7662,4,400,3,31,31,2,5,28,0,0,0,3,0,1,1995,0,1,0,,0
7661,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,2,0,1,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,7663,1,400,4,31,31,2,7,33,0,0,1,6,0,1,1995,0,1,0,,0
7662,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,0,1,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,7664,10,400,3,31,31,0,7,33,0,0,1,1,0,1,1995,1,0,0,,0
7663,3,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,1,0,0,34,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,7665,13,400,3,31,31,0,6,33,0,0,1,0,0,1,1995,0,0,1,,0
7664,11,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,1,1,1,0,0,0,31,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7666,4,400,2,31,31,0,5,33,0,0,1,1,6,2,1995,0,1,0,,1
7665,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,0,0,1,0,0,35,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,7667,4,400,2,31,31,0,7,33,0,0,1,0,0,1,1995,0,0,1,,0
7666,10,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,1,0,0,0,26,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7668,12,400,3,31,31,2,7,33,0,0,1,1,0,3.5,1995,0,1,0,,0
7667,10,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,3,0,0,1,0,0,38,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7669,14,400,4,31,31,1,4,38,0,0,1,0,0,1,1995,0,1,0,,0
7668,9,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,0,1,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7670,6,400,2,31,31,2,5,28,0,0,1,0,0,1,1995,1,0,0,,0
7669,8,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,3,0,0,1,0,0,46,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,7671,13,400,2,31,31,1,7,45.5,0,0,1,0,0,1,1995,0,0,1,,0
7670,7,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,2,0,0,1,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,7672,14,400,1,31,31,1,8,45.5,0,0,1,3,0,1,1995,0,1,0,,0
7671,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,0,1,0,0,0,16.5,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,7673,15,400,2,31,31,1,0,16.5,0,0,1,0,0,1,1995,1,0,0,,0
7672,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,1,0,0,37,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,7674,9,400,4,31,31,1,7,38,0,0,1,0,0,1,1995,0,1,0,,0
7673,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,0,0,1,0,0,57,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,7675,8,400,3,31,31,1,8,58,0,0,1,3,0,1,1995,0,0,1,,0
7674,4,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,0,1,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,7676,8,400,4,31,31,5,5,33,0,0,1,3,0,1,1995,0,1,0,,0
7675,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,0,1,0,0,0,39,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,7677,1,400,1,31,31,2,7,38,0,0,1,0,0,1,1995,0,1,0,,0
7676,4,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,0,1,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,7678,11,400,4,31,31,2,6,33,1,0,1,1,0,1,1995,0,0,1,,0
7677,2,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,1,0,0,47,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7679,8,400,4,31,31,1,8,45.5,0,0,1,6,0,1,1995,0,1,0,,0
7678,2,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,0,0,1,0,0,51,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,7680,9,400,3,31,31,2,8,45.5,0,0,1,1,0,1,1995,0,1,0,,0
7679,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,1,0,0,45,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7681,15,400,1,31,31,2,7,38,0,0,1,3,0,1,1995,1,0,0,,0
7680,4,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,0,0,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,7682,16,400,4,31,31,1,7,33,0,0,1,3,0,1,1995,0,0,1,,0
7681,12,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,1,0,0,46,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,7683,3,400,4,0,31,0,7,45.5,0,0,1,0,0,1,1995,0,0,1,,0
7682,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,0,0,1,0,0,52,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,7684,8,400,4,31,31,2,8,45.5,0,0,1,3,0,1,1995,0,1,0,,0
7683,5,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,0,0,1,0,0,31,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7685,5,400,3,31,31,2,7,33,0,0,1,6,0,1,1995,0,1,0,,0
7684,12,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,1,0,0,0,1,38,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7686,13,400,4,31,31,1,7,38,0,0,1,0,0,1,1995,0,1,0,,0
7685,11,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,0,1,0,0,0,26,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7687,2,400,4,31,31,2,6,33,0,0,1,6,6,2,1995,0,1,0,,0
7686,11,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,4,1,1,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,7688,15,400,1,31,31,0,5,28,0,0,1,6,0,1,1995,0,0,1,,0
7687,4,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,1,0,0,67,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,7689,11,700,1,31,31,0,8,66,0,0,1,1,0,1,1995,0,0,1,,0
7688,12,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,4,0,1,0,0,0,33,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7690,7,400,1,31,31,5,7,33,0,0,1,1,0,1,1995,1,0,0,,0
7689,12,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,4,1,1,0,0,0,29,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7691,7,400,4,31,31,0,5,33,0,0,1,0,0,1,1995,0,1,0,,0
7690,12,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,1,0,1,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,7692,14,400,1,31,31,1,5,28,0,0,1,0,0,1,1995,0,1,0,,0
7691,11,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,3,0,1,0,0,0,22,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7693,14,400,4,31,31,2,6,28,0,0,1,0,0,1,1995,1,0,0,,0
7692,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,3,0,1,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,7694,7,400,2,31,31,2,6,33,0,0,1,6,0,1,1995,0,0,1,,0
7693,11,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,3,0,0,1,0,0,72,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7695,2,400,1,31,31,5,8,66,0,0,1,1,0,1,1995,1,0,0,,0
7694,11,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,3,0,0,1,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,1,69001,7696,12,400,2,31,31,2,8,45.5,0,0,1,0,0,1,1995,0,1,0,,0
7695,11,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4,0,0,1,0,0,46,1,0,0,0,0,0,1,0,0,0,0,0,1,69001,7697,6,400,3,31,31,0,8,45.5,0,0,1,6,0,1,1995,0,1,0,,1
7696,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,1,0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7698,14,400,1,31,31,1,6,33,0,0,1,0,0,1,1995,0,1,0,,0
7697,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,1,0,0,38,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,7699,11,400,2,31,31,0,8,38,0,0,1,0,0,1,1995,1,0,0,,0
7698,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,0,1,0,0,0,33,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,7700,11,400,2,31,31,0,7,33,0,0,1,3,0,1,1995,0,0,1,,0
7699,5,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,1,0,0,40,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,7701,12,400,4,31,31,2,8,38,0,0,1,6,0,1,1995,1,0,0,,0
7700,11,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,3,0,0,1,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,7702,6,500,1,31,31,2,8,45.5,0,0,1,0,2.5,1,1995,0,0,1,,0
7701,6,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,1,0,0,52,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,7703,9,400,4,31,31,1,8,45.5,0,0,1,0,0,1,1995,0,0,1,,0
7702,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,0,0,1,0,0,69,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7704,6,400,4,31,31,1,8,66,0,0,1,6,0,1,1995,1,0,0,,0
7703,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,1,1,0,0,0,37,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7705,9,400,4,31,31,5,6,38,0,0,1,6,0,1,1995,1,0,0,,0
7704,7,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,0,1,0,0,36,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7706,9,400,4,31,31,0,7,38,0,0,1,6,0,1,1995,1,0,0,,0
7705,9,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,3,0,0,1,0,0,38,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,7707,2,400,3,31,31,5,8,38,0,0,1,3,0,1,1995,1,0,0,,0
7706,10,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,2,0,0,1,0,0,53,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7708,7,400,3,31,31,1,7,45.5,0,0,1,0,6,2,1995,0,1,0,,0
7707,11,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,4,0,0,1,0,0,53,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,7709,13,400,4,31,31,0,8,45.5,0,0,1,1,0,3.5,1995,0,0,1,,0
7708,11,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,1,1,0,0,0,37,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,7710,4,400,4,31,31,1,7,38,0,0,1,6,0,1,1995,0,0,1,,0
7709,11,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,3,0,1,0,0,0,29,1,0,1,0,0,0,0,0,0,0,1,0,0,69001,7711,4,400,3,31,31,2,6,33,0,0,1,0,0,1,1995,0,1,0,,0
7710,11,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,2,0,0,1,0,0,28,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7712,11,400,1,31,31,2,7,33,0,0,1,0,0,1,1995,0,1,0,,0
7711,11,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,0,0,1,0,0,48,0,0,0,1,0,0,0,0,0,0,1,0,0,49500,7713,3,400,3,31,31,2,8,45.5,0,0,1,6,0,1,1995,1,0,0,,0
7712,12,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,1,0,0,1,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,7714,1,400,1,31,31,1,7,33,0,0,1,6,0,1,1995,0,0,1,,0
7713,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,1,0,0,33,1,0,0,0,0,0,1,0,0,0,0,0,1,49500,7715,1,400,4,31,31,2,5,33,0,0,1,3,0,1,1995,0,1,0,,0
7714,5,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,4,0,0,1,0,0,44,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,7716,16,400,4,31,31,0,8,38,0,0,1,6,0,1,1995,0,1,0,,0
7715,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,4,1,1,0,0,0,62,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7717,11,400,2,31,31,5,8,58,0,0,1,6,0,1,1995,1,0,0,,0
7716,7,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,4,1,0,1,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7718,16,400,4,31,31,2,5,33,0,0,1,6,0,1,1995,1,0,0,,0
7717,7,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,1,0,0,36,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7719,14,400,1,31,31,2,7,38,0,0,1,0,0,1,1995,1,0,0,,0
7718,8,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,1,0,0,1,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,7720,13,700,2,31,31,0,7,33,0,0,1,0,0,1,1995,0,0,1,,0
7719,8,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,4,0,0,1,0,0,64,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7721,5,400,2,31,31,0,7,58,0,0,1,0,0,1,1995,0,1,0,,0
7720,9,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,3,0,0,1,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,7722,8,400,4,31,31,0,6,33,0,0,1,1,0,1,1995,0,1,0,,0
7721,11,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,4,1,1,0,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7723,16,400,4,31,31,2,7,33,0,0,1,3,0,1,1995,1,0,0,,0
7722,12,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,0,0,1,0,0,54,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,7724,9,400,3,31,31,0,8,45.5,0,0,1,6,0,1,1995,0,1,0,,0
7723,11,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,5,0,0,1,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,7725,7,400,1,31,31,2,7,38,0,0,1,6,0,1,1995,0,0,1,,0
7724,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4,1,1,0,0,0,28,1,0,0,0,0,0,1,0,0,0,0,0,1,19999,7726,1,400,1,31,31,2,5,33,0,0,1,1,0,1,1995,0,1,0,,0
7725,11,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,5,0,0,1,0,0,59,1,0,0,0,0,0,1,0,0,0,0,0,1,49500,7727,2,400,4,31,31,2,8,58,0,0,1,6,0,1,1995,0,1,0,,0
7726,11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,1,1,0,0,0,22,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7728,4,400,2,31,31,5,5,28,0,0,1,6,0,1,1995,0,1,0,,0
7727,10,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2,0,0,1,0,0,40,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,7729,1,400,4,31,31,2,7,38,0,0,1,3,6,2,1995,0,1,0,,0
7728,11,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,2,0,0,1,0,0,28,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,7730,15,400,1,31,31,1,6,33,0,0,1,6,0,1,1995,0,0,1,,1
7729,9,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,5,0,0,1,0,0,44,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7731,3,400,2,31,31,1,7,38,0,0,1,6,0,1,1995,1,0,0,,0
7730,9,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,0,0,0,26,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7732,12,400,2,31,31,1,5,33,0,0,1,1,0,1,1995,1,0,0,,0
7731,9,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,2,0,1,0,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7733,7,400,3,31,31,0,7,33,0,0,0,6,0,1,1995,1,0,0,,0
7732,11,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,0,0,1,0,0,58,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,7734,11,400,3,31,31,0,8,58,0,0,1,0,0,1,1995,0,0,1,,0
7733,8,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,4,0,0,1,0,0,37,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,7735,14,400,4,31,31,0,7,38,0,0,1,3,0,1,1995,0,1,0,,0
7734,8,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,1,0,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7736,10,400,1,31,31,1,7,33,0,0,1,6,1,1,1995,1,0,0,,0
7735,8,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,3,1,0,1,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,7737,11,400,3,31,31,2,7,33,0,0,1,6,0,1,1995,1,0,0,,0
7736,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,1,1,0,0,0,26,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7738,5,400,3,31,31,2,6,33,0,0,1,0,0,1,1995,1,0,0,,0
7737,8,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,1,0,1,0,0,39,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,7739,3,400,3,31,31,2,7,38,0,0,1,6,0,1,1995,0,0,1,,0
7738,8,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,1,0,1,0,0,0,37,1,0,0,0,0,0,0,1,0,0,0,1,0,69001,7740,14,400,4,31,31,5,7,38,0,0,1,6,0,1,1995,0,1,0,,0
7739,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,1,0,1,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,7741,10,400,4,31,31,1,6,33,0,0,1,0,0,1,1995,1,0,0,,0
7740,11,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,3,0,0,1,0,0,44,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,7742,15,400,1,31,31,0,7,38,0,0,1,3,0,1,1995,0,0,1,,0
7741,2,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,1,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,7743,1,400,1,0,31,0,2,23,0,0,1,0,0,1,1995,0,0,1,,0
7742,12,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,3,1,1,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,7744,12,400,4,31,31,2,4,33,0,0,1,1,0,1,1995,0,0,1,,0
7743,11,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,1,0,1,0,0,0,27,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,7745,10,400,1,31,31,0,7,33,0,0,1,0,0,1,1995,0,0,1,,0
7744,11,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5,0,0,1,0,0,38,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,7746,3,400,3,31,31,0,6,38,0,0,1,0,0,1,1995,0,0,1,,0
7745,11,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,0,0,1,0,0,61,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,7747,6,400,3,31,31,1,8,58,0,0,1,6,0,1,1995,0,0,1,,0
7746,11,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,4,0,0,1,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,7748,6,400,3,31,31,0,7,38,0,0,1,0,0,1,1995,0,1,0,,0
